Specimen properties : Length,"100.00000",mm
Specimen properties : Thickness,"1.00000",mm
Specimen properties : Width,"10.00000",mm
Test : Rate 1,"5.00000",mm/min

Time,Extension,Load
(s),(mm),(N)
"36.15000","3.01276","13830.81348"
"36.20000","3.01688","13834.42090"
"36.25000","3.02101","13837.76855"
"36.30000","3.02522","13841.18164"
"36.35000","3.02944","13845.72559"
"36.40000","3.03356","13849.84277"
"36.45000","3.03769","13854.12793"
"36.50000","3.04190","13857.20215"
"36.55000","3.04593","13860.13672"
"36.60000","3.05015","13863.35938"
"36.65000","3.05427","13868.09668"
"36.70000","3.05877","13872.31055"
"36.75000","3.06261","13875.98828"
"36.80000","3.06692","13886.81348"
"36.85000","3.07105","13887.39746"
"36.90000","3.07517","13887.04492"
"36.95000","3.07929","13889.89648"
"37.00000","3.08351","13892.66504"
"37.05000","3.08763","13895.78320"
"37.10000","3.09185","13900.57812"
"37.15000","3.09597","13904.81738"
"37.20000","3.10019","13907.97656"
"37.25000","3.10431","13911.60156"
"37.30000","3.10862","13913.02930"
"37.35000","3.11265","13919.58887"
"37.40000","3.11677","13924.99316"
"37.45000","3.12099","13927.09277"
"37.50000","3.12521","13928.66113"
"37.55000","3.12924","13930.66504"
"37.60000","3.13336","13937.88184"
"37.65000","3.13767","13938.28809"
