Specimen properties : Length,"100.00000",mm
Specimen properties : Thickness,"1.00000",mm
Specimen properties : Width,"10.00000",mm
Test : Rate 1,"5.00000",mm/min

Time,Extension,Load
(s),(mm),(N)
"23.35000","1.94610","11966.99707"
"23.40000","1.95031","12006.25781"
"23.45000","1.95444","12044.86230"
"23.50000","1.95856","12081.09766"
"23.55000","1.96278","12117.46582"
"23.60000","1.96690","12156.45703"
"23.65000","1.97102","12195.23438"
"23.70000","1.97524","12233.93750"
"23.75000","1.97936","12272.14062"
"23.80000","1.98349","12310.24316"
"23.85000","1.98770","12348.40430"
"23.90000","1.99183","12386.97656"
"23.95000","1.99595","12426.43066"
"24.00000","2.00017","12464.23047"
"24.05000","2.00438","12502.00293"
"24.10000","2.00851","12540.09277"
"24.15000","2.01263","12579.61133"
"24.20000","2.01685","12619.08887"
"24.25000","2.02097","12658.94727"
"24.30000","2.02519","12697.93066"
"24.35000","2.02940","12737.03613"
"24.40000","2.03362","12776.68750"
"24.45000","2.03774","12815.95410"
"24.50000","2.04187","12854.31543"
"24.55000","2.04608","12893.09277"
"24.60000","2.05021","12931.07422"
"24.65000","2.05433","12970.25684"
"24.70000","2.05855","13009.47559"
"24.75000","2.06267","13049.70215"
"24.80000","2.06679","13089.03809"
"24.85000","2.07101","13129.04688"
"24.90000","2.07523","13168.18262"
"24.95000","2.07935","13208.83301"
"25.00000","2.08357","13248.30176"
"25.05000","2.08769","13286.82031"
"25.10000","2.09191","13325.62012"
"25.15000","2.09603","13364.44043"
"25.20000","2.10025","13403.82129"
"25.25000","2.10437","13442.36426"
"25.30000","2.10849","13482.83008"
"25.35000","2.11271","13522.31836"
"25.40000","2.11693","13562.13965"
"25.45000","2.12105","13603.22070"
"25.50000","2.12517","13642.95508"
"25.55000","2.12939","13682.42773"
"25.60000","2.13361","13722.40625"
"25.65000","2.13763","13762.50977"
"25.70000","2.14185","13801.62695"
"25.75000","2.14597","13842.81055"
"25.80000","2.15010","13883.25879"
"25.85000","2.15431","13924.28906"
"25.90000","2.15853","13965.43555"
"25.95000","2.16265","14005.97949"
"26.00000","2.16687","14046.57227"
"26.05000","2.17099","14086.16797"
"26.10000","2.17521","14126.24316"
"26.15000","2.17933","14166.31055"
"26.20000","2.18355","14207.00586"
"26.25000","2.18767","14245.98730"
"26.30000","2.19180","14285.79883"
"26.35000","2.19601","14328.29785"
"26.40000","2.20023","14368.75879"
"26.45000","2.20435","14409.81055"
"26.50000","2.20848","14451.72266"
"26.55000","2.21269","14492.20605"
"26.60000","2.21682","14532.78223"
"26.65000","2.22094","14573.75098"
"26.70000","2.22516","14613.99219"
"26.75000","2.22928","14653.43848"
"26.80000","2.23350","14694.61035"
"26.85000","2.23762","14738.06348"
"26.90000","2.24184","14777.92285"
"26.95000","2.24596","14817.88770"
"27.00000","2.25018","14859.94922"
"27.05000","2.25439","14901.80371"
"27.10000","2.25861","14943.05566"
"27.15000","2.26273","14985.50586"
"27.20000","2.26695","15026.24414"
"27.25000","2.27117","15065.15918"
"27.30000","2.27529","15105.34766"
"27.35000","2.27951","15147.51270"
"27.40000","2.28372","15187.71094"
"27.45000","2.28785","15227.38086"
"27.50000","2.29188","15267.72070"
"27.55000","2.29609","15307.60645"
"27.60000","2.30031","15347.59668"
"27.65000","2.30434","15388.01758"
"27.70000","2.30856","15428.72949"
"27.75000","2.31268","15468.18750"
"27.80000","2.31680","15507.98145"
"27.85000","2.32102","15549.98340"
"27.90000","2.32523","15591.15527"
"27.95000","2.32936","15630.84766"
"28.00000","2.33348","15672.58105"
"28.05000","2.33770","15714.38770"
"28.10000","2.34182","15754.82812"
"28.15000","2.34594","15797.51562"
"28.20000","2.35016","15839.95703"
"28.25000","2.35438","15880.34473"
"28.30000","2.35850","15920.35742"
"28.35000","2.36272","15962.15625"
"28.40000","2.36693","16004.65137"
"28.45000","2.37106","16045.55664"
"28.50000","2.37518","16087.24609"
"28.55000","2.37940","16129.59766"
"28.60000","2.38352","16170.28906"
"28.65000","2.38764","16211.94141"
"28.70000","2.39186","16254.62207"
"28.75000","2.39598","16295.54785"
"28.80000","2.40011","16336.86133"
"28.85000","2.40432","16378.93164"
"28.90000","2.40854","16420.50977"
"28.95000","2.41266","16460.83984"
"29.00000","2.41679","16502.99023"
"29.05000","2.42110","16544.77930"
"29.10000","2.42522","16585.45312"
"29.15000","2.42934","16626.72656"
"29.20000","2.43356","16669.44336"
"29.25000","2.43778","16709.43164"
"29.30000","2.44190","16749.78125"
"29.35000","2.44602","16791.07617"
"29.40000","2.45024","16830.91016"
"29.45000","2.45446","16871.08789"
"29.50000","2.45849","16911.47070"
"29.55000","2.46270","16952.15430"
"29.60000","2.46683","16992.66992"
"29.65000","2.47104","17033.79883"
"29.70000","2.47517","17075.99023"
"29.75000","2.47938","17117.01953"
"29.80000","2.48351","17158.12891"
"29.85000","2.48763","17200.55078"
"29.90000","2.49185","17241.06445"
"29.95000","2.49597","17282.24805"
"30.00000","2.50009","17325.01758"
"30.05000","2.50431","17367.05664"
"30.10000","2.50853","17408.14844"
"30.15000","2.51265","17451.61914"
"30.20000","2.51687","17494.18164"
"30.25000","2.52108","17535.22656"
"30.30000","2.52520","17575.48047"
"30.35000","2.52933","17618.15039"
"30.40000","2.53354","17660.41602"
"30.45000","2.53767","17700.87109"
"30.50000","2.54188","17743.80859"
"30.55000","2.54601","17785.75781"
"30.60000","2.55022","17826.63477"
"30.65000","2.55435","17868.29883"
"30.70000","2.55847","17910.31250"
"30.75000","2.56269","17952.16992"
"30.80000","2.56690","17992.82031"
"30.85000","2.57093","18034.93555"
"30.90000","2.57524","18077.31641"
"30.95000","2.57937","18117.30078"
"31.00000","2.58349","18158.73438"
"31.05000","2.58771","18200.23047"
"31.10000","2.59183","18242.06641"
"31.15000","2.59595","18283.97656"
"31.20000","2.60008","18325.94531"
"31.25000","2.60439","18366.40039"
"31.30000","2.60851","18408.63281"
"31.35000","2.61263","18451.13672"
"31.40000","2.61685","18493.49805"
"31.45000","2.62107","18533.48633"
"31.50000","2.62519","18574.62891"
"31.55000","2.62931","18616.41016"
"31.60000","2.63353","18657.24609"
"31.65000","2.63765","18697.37305"
"31.70000","2.64178","18739.80664"
"31.75000","2.64599","18780.26172"
"31.80000","2.65021","18821.97266"
"31.85000","2.65433","18864.68750"
